"Position holder";"Name of the issuer";"ISIN";"Net short position";"Position date"
"Millennium Capital Partners LLP";"Alfen N.V.";"NL0012817175";"0.87";"2024-06-21 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.95";"2024-06-21 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.45";"2024-06-21 00:00:00"
"Qube Research & Technologies Ltd.";"AMG Critical Materials N.V.";"NL0000888691";"1.10";"2024-06-21 00:00:00"
"WorldQuant, LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.49";"2024-06-21 00:00:00"
"Balyasny Asset Management (UK) LLP";"Fugro N.V.";"NL00150003E1";"0.84";"2024-06-20 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.76";"2024-06-20 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.62";"2024-06-20 00:00:00"
"Millennium Capital Partners LLP";"Alfen N.V.";"NL0012817175";"0.90";"2024-06-20 00:00:00"
"Qube Research & Technologies Ltd.";"AMG Critical Materials N.V.";"NL0000888691";"1.01";"2024-06-20 00:00:00"
"BlackRock Investment Management (UK) Limited";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.69";"2024-06-19 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"1.10";"2024-06-19 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.80";"2024-06-19 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.51";"2024-06-19 00:00:00"
"AKO Capital LLP";"Signify N.V.";"NL0011821392";"1.18";"2024-06-18 00:00:00"
"BlackRock Investment Management (UK) Limited";"Basic-Fit N.V.";"NL0011872650";"2.59";"2024-06-18 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.88";"2024-06-18 00:00:00"
"Greenvale Capital LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.50";"2024-06-18 00:00:00"
"Marshall Wace LLP";"Alfen N.V.";"NL0012817175";"0.68";"2024-06-18 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.58";"2024-06-18 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"2.19";"2024-06-18 00:00:00"
"Qube Research & Technologies Ltd.";"AMG Critical Materials N.V.";"NL0000888691";"0.93";"2024-06-18 00:00:00"
"SIH Partners LLLP";"AMG Critical Materials N.V.";"NL0000888691";"0.49";"2024-06-18 00:00:00"
"Voleon Capital Management LP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.69";"2024-06-18 00:00:00"
"AKO Capital LLP";"Signify N.V.";"NL0011821392";"1.20";"2024-06-17 00:00:00"
"BlackRock Investment Management (UK) Limited";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.78";"2024-06-17 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.96";"2024-06-17 00:00:00"
"Marshall Wace LLP";"Wolters Kluwer N.V.";"NL0000395903";"0.46";"2024-06-17 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.71";"2024-06-17 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.61";"2024-06-17 00:00:00"
"Qube Research & Technologies Ltd.";"AMG Critical Materials N.V.";"NL0000888691";"0.81";"2024-06-17 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"0.98";"2024-06-17 00:00:00"
"Qube Research & Technologies Ltd.";"PostNL N.V.";"NL0009739416";"0.73";"2024-06-17 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.69";"2024-06-17 00:00:00"
"Voleon Capital Management LP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.70";"2024-06-17 00:00:00"
"AHL Partners LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.31";"2024-06-14 00:00:00"
"BlackRock Investment Management (UK) Limited";"Basic-Fit N.V.";"NL0011872650";"2.64";"2024-06-14 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"1.02";"2024-06-14 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.90";"2024-06-14 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.00";"2024-06-14 00:00:00"
"Marshall Wace LLP";"Wolters Kluwer N.V.";"NL0000395903";"0.50";"2024-06-14 00:00:00"
"Millennium Capital Partners LLP";"Alfen N.V.";"NL0012817175";"0.80";"2024-06-14 00:00:00"
"Qube Research & Technologies Ltd.";"AMG Critical Materials N.V.";"NL0000888691";"0.67";"2024-06-14 00:00:00"
"Qube Research & Technologies Ltd.";"Basic-Fit N.V.";"NL0011872650";"0.70";"2024-06-14 00:00:00"
"Balyasny Asset Management (UK) LLP";"Fugro N.V.";"NL00150003E1";"0.70";"2024-06-13 00:00:00"
"Capital Fund Management S.A.";"AMG Critical Materials N.V.";"NL0000888691";"0.52";"2024-06-13 00:00:00"
"Marshall Wace LLP";"ASR Nederland N.V.";"NL0011872643";"0.50";"2024-06-13 00:00:00"
"Marshall Wace LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.50";"2024-06-13 00:00:00"
"Millennium Capital Partners LLP";"Alfen N.V.";"NL0012817175";"0.73";"2024-06-13 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"2.20";"2024-06-13 00:00:00"
"Qube Research & Technologies Ltd.";"AMG Critical Materials N.V.";"NL0000888691";"0.54";"2024-06-13 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.70";"2024-06-13 00:00:00"
"Capital Fund Management S.A.";"AMG Critical Materials N.V.";"NL0000888691";"0.48";"2024-06-12 00:00:00"
"Marshall Wace LLP";"ASR Nederland N.V.";"NL0011872643";"0.49";"2024-06-12 00:00:00"
"Marshall Wace LLP";"Van Lanschot Kempen N.V.";"NL0000302636";"0.49";"2024-06-12 00:00:00"
"Marshall Wace LLP";"Wolters Kluwer N.V.";"NL0000395903";"0.49";"2024-06-12 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.61";"2024-06-12 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.79";"2024-06-12 00:00:00"
"Qube Research & Technologies Ltd.";"PostNL N.V.";"NL0009739416";"0.61";"2024-06-12 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Just Eat Takeaway.com N.V.";"NL0012015705";"2.16";"2024-06-11 00:00:00"
"Capital Fund Management S.A.";"AMG Critical Materials N.V.";"NL0000888691";"0.51";"2024-06-11 00:00:00"
"Marshall Wace LLP";"Alfen N.V.";"NL0012817175";"0.79";"2024-06-11 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"2.13";"2024-06-11 00:00:00"
"WorldQuant, LLC";"Alfen N.V.";"NL0012817175";"0.46";"2024-06-11 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.84";"2024-06-10 00:00:00"
"Qube Research & Technologies Ltd.";"PostNL N.V.";"NL0009739416";"0.55";"2024-06-10 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.68";"2024-06-10 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Basic-Fit N.V.";"NL0011872650";"0.60";"2024-06-07 00:00:00"
"Millennium Capital Partners LLP";"Alfen N.V.";"NL0012817175";"0.61";"2024-06-07 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.91";"2024-06-06 00:00:00"
"Marshall Wace LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.49";"2024-06-06 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.93";"2024-06-06 00:00:00"
"Qube Research & Technologies Ltd.";"PostNL N.V.";"NL0009739416";"0.61";"2024-06-06 00:00:00"
"SIH Partners LLLP";"AMG Critical Materials N.V.";"NL0000888691";"0.50";"2024-06-06 00:00:00"
"Walleye Capital LLC";"Alfen N.V.";"NL0012817175";"0.50";"2024-06-06 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"0.51";"2024-06-05 00:00:00"
"BlackRock Advisors, LLC";"Alfen N.V.";"NL0012817175";"0.90";"2024-06-05 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.98";"2024-06-05 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"0.48";"2024-06-05 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.89";"2024-06-05 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.61";"2024-06-05 00:00:00"
"WorldQuant, LLC";"Alfen N.V.";"NL0012817175";"0.56";"2024-06-05 00:00:00"
"WorldQuant, LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.48";"2024-06-05 00:00:00"
"WorldQuant, LLC";"TomTom N.V.";"NL0013332471";"0.49";"2024-06-05 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"1.01";"2024-06-04 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.80";"2024-06-04 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.90";"2024-06-04 00:00:00"
"Franklin Templeton Investment Management Limited";"Basic-Fit N.V.";"NL0011872650";"0.52";"2024-06-04 00:00:00"
"Marshall Wace LLP";"Alfen N.V.";"NL0012817175";"0.85";"2024-06-04 00:00:00"
"Marshall Wace LLP";"Van Lanschot Kempen N.V.";"NL0000302636";"0.50";"2024-06-04 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"2.08";"2024-06-04 00:00:00"
"Qube Research & Technologies Ltd.";"Basic-Fit N.V.";"NL0011872650";"0.63";"2024-06-04 00:00:00"
"Qube Research & Technologies Ltd.";"PostNL N.V.";"NL0009739416";"0.55";"2024-06-04 00:00:00"
"ShadowFall Capital & Research LLP";"Basic-Fit N.V.";"NL0011872650";"0.54";"2024-06-04 00:00:00"
"Balyasny Asset Management (UK) LLP";"Fugro N.V.";"NL00150003E1";"0.65";"2024-06-03 00:00:00"
"Balyasny Asset Management (UK) LLP";"SBM Offshore N.V.";"NL0000360618";"0.80";"2024-06-03 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"0.57";"2024-06-03 00:00:00"
"Millennium Capital Partners LLP";"Alfen N.V.";"NL0012817175";"0.51";"2024-06-03 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.85";"2024-06-03 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.78";"2024-06-03 00:00:00"
"Voleon Capital Management LP";"Basic-Fit N.V.";"NL0011872650";"0.50";"2024-06-03 00:00:00"
"Balyasny Asset Management (UK) LLP";"Fugro N.V.";"NL00150003E1";"0.78";"2024-05-31 00:00:00"
"Marshall Wace LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.51";"2024-05-31 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.51";"2024-05-31 00:00:00"
"Millennium International Management LP";"NSI N.V.";"NL0012365084";"0.00";"2024-05-31 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.59";"2024-05-30 00:00:00"
"Marshall Wace LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.49";"2024-05-30 00:00:00"
"Millennium International Management LP";"NSI N.V.";"NL0012365084";"0.81";"2024-05-30 00:00:00"
"Voleon Capital Management LP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.60";"2024-05-30 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"0.69";"2024-05-29 00:00:00"
"Franklin Templeton Investment Management Limited";"Basic-Fit N.V.";"NL0011872650";"0.49";"2024-05-29 00:00:00"
"Franklin Templeton Investment Management Limited";"TomTom N.V.";"NL0013332471";"0.58";"2024-05-29 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Aperam S.A.";"LU0569974404";"0.72";"2024-05-29 00:00:00"
"Millennium International Management LP";"NSI N.V.";"NL0012365084";"0.73";"2024-05-29 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"1.09";"2024-05-29 00:00:00"
"Qube Research & Technologies Ltd.";"Ebusco Holding N.V.";"NL0015000CZ2";"0.51";"2024-05-29 00:00:00"
"WorldQuant, LLC";"Alfen N.V.";"NL0012817175";"0.45";"2024-05-29 00:00:00"
"WorldQuant, LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.50";"2024-05-29 00:00:00"
"WorldQuant, LLC";"TomTom N.V.";"NL0013332471";"0.58";"2024-05-29 00:00:00"
"BlackRock Advisors, LLC";"Alfen N.V.";"NL0012817175";"0.80";"2024-05-28 00:00:00"
"Franklin Templeton Investment Management Limited";"TomTom N.V.";"NL0013332471";"0.64";"2024-05-28 00:00:00"
"GSA Capital Partners LLP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.47";"2024-05-28 00:00:00"
"Marshall Wace LLP";"ASR Nederland N.V.";"NL0011872643";"0.59";"2024-05-28 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.43";"2024-05-28 00:00:00"
"Millennium International Management LP";"NSI N.V.";"NL0012365084";"0.66";"2024-05-28 00:00:00"
"Qube Research & Technologies Ltd.";"Ebusco Holding N.V.";"NL0015000CZ2";"0.49";"2024-05-28 00:00:00"
"WorldQuant, LLC";"Alfen N.V.";"NL0012817175";"0.50";"2024-05-28 00:00:00"
"GSA Capital Partners LLP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.50";"2024-05-27 00:00:00"
"Millennium International Management LP";"IMCD N.V.";"NL0010801007";"0.50";"2024-05-27 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.98";"2024-05-27 00:00:00"
"Balyasny Asset Management (UK) LLP";"SBM Offshore N.V.";"NL0000360618";"0.70";"2024-05-24 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.80";"2024-05-24 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.31";"2024-05-24 00:00:00"
"Millennium International Management LP";"NSI N.V.";"NL0012365084";"0.51";"2024-05-24 00:00:00"
"Qube Research & Technologies Ltd.";"Ebusco Holding N.V.";"NL0015000CZ2";"0.50";"2024-05-24 00:00:00"
"Voleon Capital Management LP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.53";"2024-05-24 00:00:00"
"Balyasny Asset Management (UK) LLP";"SBM Offshore N.V.";"NL0000360618";"0.63";"2024-05-23 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.85";"2024-05-23 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"0.77";"2024-05-23 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"1.01";"2024-05-23 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.23";"2024-05-23 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"2.03";"2024-05-23 00:00:00"
"Qube Research & Technologies Ltd.";"OCI N.V.";"NL0010558797";"0.59";"2024-05-23 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.89";"2024-05-23 00:00:00"
"Balyasny Asset Management (UK) LLP";"Fugro N.V.";"NL00150003E1";"0.89";"2024-05-22 00:00:00"
"Franklin Templeton Investment Management Limited";"Basic-Fit N.V.";"NL0011872650";"0.53";"2024-05-22 00:00:00"
"Marshall Wace LLP";"Wolters Kluwer N.V.";"NL0000395903";"0.59";"2024-05-22 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.01";"2024-05-22 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"1.17";"2024-05-22 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Just Eat Takeaway.com N.V.";"NL0012015705";"2.06";"2024-05-21 00:00:00"
"BlackRock Advisors, LLC";"Alfen N.V.";"NL0012817175";"0.71";"2024-05-21 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.92";"2024-05-21 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Alfen N.V.";"NL0012817175";"0.90";"2024-05-21 00:00:00"
"Marshall Wace LLP";"Alfen N.V.";"NL0012817175";"0.72";"2024-05-21 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"0.87";"2024-05-21 00:00:00"
"Millennium International Management LP";"Flow Traders Ltd.";"NL0011279492";"0.46";"2024-05-21 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"2.23";"2024-05-21 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"1.01";"2024-05-21 00:00:00"
"Qube Research & Technologies Ltd.";"OCI N.V.";"NL0010558797";"0.60";"2024-05-21 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.95";"2024-05-21 00:00:00"
"Wellington Management International Ltd.";"Alfen N.V.";"NL0012817175";"0.48";"2024-05-21 00:00:00"
"Balyasny Asset Management (UK) LLP";"SBM Offshore N.V.";"NL0000360618";"0.55";"2024-05-20 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"0.88";"2024-05-20 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.72";"2024-05-20 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"0.73";"2024-05-20 00:00:00"
"WorldQuant, LLC";"TomTom N.V.";"NL0013332471";"0.69";"2024-05-20 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.51";"2024-05-17 00:00:00"
"Citadel Advisors LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.46";"2024-05-17 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"0.86";"2024-05-17 00:00:00"
"Millennium International Management LP";"Flow Traders Ltd.";"NL0011279492";"0.73";"2024-05-17 00:00:00"
"AQR Capital Management, LLC";"DSM-Firmenich AG";"CH1216478797";"0.49";"2024-05-16 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Just Eat Takeaway.com N.V.";"NL0012015705";"2.19";"2024-05-16 00:00:00"
"BlackRock Advisors, LLC";"Alfen N.V.";"NL0012817175";"0.61";"2024-05-16 00:00:00"
"Citadel Advisors LLC";"Basic-Fit N.V.";"NL0011872650";"0.47";"2024-05-16 00:00:00"
"Citadel Advisors LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.50";"2024-05-16 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Aperam S.A.";"LU0569974404";"0.67";"2024-05-16 00:00:00"
"WorldQuant, LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.46";"2024-05-16 00:00:00"
"WorldQuant, LLC";"TomTom N.V.";"NL0013332471";"0.71";"2024-05-16 00:00:00"
"AHL Partners LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.29";"2024-05-15 00:00:00"
"Citadel Advisors LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.49";"2024-05-15 00:00:00"
"Millennium International Management LP";"Flow Traders Ltd.";"NL0011279492";"0.62";"2024-05-15 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"1.29";"2024-05-15 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.56";"2024-05-15 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"0.99";"2024-05-15 00:00:00"
"Qube Research & Technologies Ltd.";"OCI N.V.";"NL0010558797";"0.59";"2024-05-15 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.80";"2024-05-15 00:00:00"
"WorldQuant, LLC";"AMG Critical Materials N.V.";"NL0000888691";"0.51";"2024-05-15 00:00:00"
"BlackRock Advisors, LLC";"Alfen N.V.";"NL0012817175";"0.53";"2024-05-14 00:00:00"
"Capital Fund Management S.A.";"Flow Traders Ltd.";"BMG3602E1084";"0.48";"2024-05-14 00:00:00"
"Citadel Advisors LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.53";"2024-05-14 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.68";"2024-05-14 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"0.74";"2024-05-14 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.43";"2024-05-14 00:00:00"
"Wellington Management International Ltd.";"Basic-Fit N.V.";"NL0011872650";"0.47";"2024-05-14 00:00:00"
"WorldQuant, LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.58";"2024-05-14 00:00:00"
"AQR Capital Management, LLC";"IMCD N.V.";"NL0010801007";"0.61";"2024-05-13 00:00:00"
"Citadel Advisors LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.64";"2024-05-13 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.70";"2024-05-13 00:00:00"
"Marshall Wace LLP";"Alfen N.V.";"NL0012817175";"0.61";"2024-05-13 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.90";"2024-05-13 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"BMG3602E1084";"0.46";"2024-05-13 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"1.35";"2024-05-13 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.79";"2024-05-13 00:00:00"
"WorldQuant, LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.60";"2024-05-13 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"0.99";"2024-05-10 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.61";"2024-05-10 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"0.88";"2024-05-10 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.27";"2024-05-10 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"1.09";"2024-05-10 00:00:00"
"Citadel Advisors LLC";"Koninklijke Philips N.V.";"NL0000009538";"0.45";"2024-05-09 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"1.01";"2024-05-09 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"BMG3602E1084";"0.56";"2024-05-09 00:00:00"
"Qube Research & Technologies Ltd.";"Basic-Fit N.V.";"NL0011872650";"0.49";"2024-05-09 00:00:00"
"Qube Research & Technologies Ltd.";"Ebusco Holding N.V.";"NL0015000CZ2";"0.49";"2024-05-09 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.89";"2024-05-09 00:00:00"
"WorldQuant, LLC";"TomTom N.V.";"NL0013332471";"0.60";"2024-05-09 00:00:00"
"Citadel Advisors LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.70";"2024-05-08 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"0.95";"2024-05-08 00:00:00"
"Marshall Wace LLP";"ASR Nederland N.V.";"NL0011872643";"0.68";"2024-05-08 00:00:00"
"Marshall Wace LLP";"NEPI Rockcastle N.V.";"NL0015000RT3";"0.47";"2024-05-08 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0013332471";"1.10";"2024-05-08 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.30";"2024-05-08 00:00:00"
"WorldQuant, LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.59";"2024-05-08 00:00:00"
"Citadel Advisors LLC";"Basic-Fit N.V.";"NL0011872650";"0.58";"2024-05-07 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"0.85";"2024-05-07 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"PostNL N.V.";"NL0009739416";"0.37";"2024-05-07 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"BMG3602E1084";"0.64";"2024-05-07 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"0.95";"2024-05-07 00:00:00"
"Qube Research & Technologies Ltd.";"OCI N.V.";"NL0010558797";"0.69";"2024-05-07 00:00:00"
"Wellington Management International Ltd.";"Alfen N.V.";"NL0012817175";"0.52";"2024-05-07 00:00:00"
"Wellington Management International Ltd.";"Basic-Fit N.V.";"NL0011872650";"0.51";"2024-05-07 00:00:00"
"WorldQuant, LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.61";"2024-05-07 00:00:00"
"Citadel Advisors LLC";"Koninklijke Philips N.V.";"NL0000009538";"0.58";"2024-05-06 00:00:00"
"Citadel Securities (Europe) Limited";"Pharming Group N.V.";"NL0010391025";"0.53";"2024-05-06 00:00:00"
"Marshall Wace LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.57";"2024-05-06 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.27";"2024-05-06 00:00:00"
"WorldQuant, LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.59";"2024-05-06 00:00:00"
"Citadel Advisors LLC";"ArcelorMittal S.A.";"LU1598757687";"0.49";"2024-05-03 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"0.99";"2024-05-03 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.57";"2024-05-03 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.08";"2024-05-03 00:00:00"
"Qube Research & Technologies Ltd.";"OCI N.V.";"NL0010558797";"0.70";"2024-05-03 00:00:00"
"Capital Fund Management S.A.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.46";"2024-05-02 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.48";"2024-05-02 00:00:00"
"Citadel Advisors LLC";"ArcelorMittal S.A.";"LU1598757687";"0.50";"2024-05-02 00:00:00"
"Citadel Advisors LLC";"Basic-Fit N.V.";"NL0011872650";"0.61";"2024-05-02 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.82";"2024-05-02 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"BMG3602E1084";"0.79";"2024-05-02 00:00:00"
"WorldQuant, LLC";"TomTom N.V.";"NL0013332471";"0.50";"2024-05-02 00:00:00"
"AKO Capital LLP";"Signify N.V.";"NL0011821392";"1.33";"2024-04-30 00:00:00"
"Arrowstreet Capital, Limited Partnership";"OCI N.V.";"NL0010558797";"0.50";"2024-04-30 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.55";"2024-04-30 00:00:00"
