"Position holder";"Name of the issuer";"ISIN";"Net short position";"Position date"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.92";"2020-07-06 00:00:00"
"Marshall Wace LLP";"Unibail-Rodamco-Westfield SE";"FR0013326246";"0.99";"2020-07-06 00:00:00"
"Viking Global Investors LP";"Unibail-Rodamco-Westfield SE";"FR0013326246";"1.26";"2020-07-06 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.16";"2020-07-06 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.09";"2020-07-03 00:00:00"
"D. E. Shaw & Co., L.P.";"ArcelorMittal S.A.";"LU1598757687";"0.49";"2020-07-03 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.82";"2020-07-03 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.81";"2020-07-03 00:00:00"
"Marshall Wace LLP";"Unibail-Rodamco-Westfield SE";"FR0013326246";"1.08";"2020-07-03 00:00:00"
"Susquehanna International Securities Limited";"Fugro N.V.";"NL0000352565";"0.57";"2020-07-03 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.04";"2020-07-03 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Vopak N.V.";"NL0009432491";"0.48";"2020-07-02 00:00:00"
"Athanor Capital, LP";"Wereldhave N.V.";"NL0000289213";"1.00";"2020-07-02 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"1.12";"2020-07-02 00:00:00"
"Citadel Europe LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.72";"2020-07-02 00:00:00"
"GSA Capital Partners LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.52";"2020-07-02 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.78";"2020-07-02 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"NL0011279492";"1.56";"2020-07-02 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"3.48";"2020-07-02 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.75";"2020-07-02 00:00:00"
"Susquehanna International Securities Limited";"AMG Critical Materials N.V.";"NL0000888691";"0.48";"2020-07-02 00:00:00"
"Systematica Investments Limited";"AMG Critical Materials N.V.";"NL0000888691";"1.20";"2020-07-02 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.93";"2020-07-02 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"NL0011279492";"1.62";"2020-07-01 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL0000352565";"3.54";"2020-07-01 00:00:00"
"Marshall Wace LLP";"Unibail-Rodamco-Westfield SE";"FR0013326246";"1.11";"2020-07-01 00:00:00"
"Millennium Capital Partners LLP";"Signify N.V.";"NL0011821392";"0.48";"2020-07-01 00:00:00"
"Susquehanna International Securities Limited";"AMG Critical Materials N.V.";"NL0000888691";"0.50";"2020-07-01 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"0.55";"2020-06-30 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.58";"2020-06-30 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"NL0011279492";"1.59";"2020-06-30 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.51";"2020-06-30 00:00:00"
"Marshall Wace LLP";"SBM Offshore N.V.";"NL0000360618";"1.40";"2020-06-30 00:00:00"
"Marshall Wace LLP";"Unibail-Rodamco-Westfield SE";"FR0013326246";"1.01";"2020-06-30 00:00:00"
"Millennium Capital Partners LLP";"Signify N.V.";"NL0011821392";"0.51";"2020-06-30 00:00:00"
"Scopia Capital Management LP";"BE Semiconductor Industries N.V.";"NL0012866412";"1.19";"2020-06-30 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.82";"2020-06-30 00:00:00"
"HBK Investments LP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.61";"2020-06-29 00:00:00"
"Marshall Wace LLP";"Unibail-Rodamco-Westfield SE";"FR0013326246";"0.90";"2020-06-29 00:00:00"
"Maverick Capital, Ltd.";"Unibail-Rodamco-Westfield SE";"FR0013326246";"0.91";"2020-06-29 00:00:00"
"Susquehanna International Securities Limited";"AMG Critical Materials N.V.";"NL0000888691";"0.45";"2020-06-29 00:00:00"
"Wellington Management Company LLP";"Wereldhave N.V.";"NL0000289213";"0.59";"2020-06-29 00:00:00"
"Athanor Capital, LP";"Wereldhave N.V.";"NL0000289213";"0.93";"2020-06-26 00:00:00"
"Carlson Capital UK LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.71";"2020-06-26 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"0.59";"2020-06-26 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"0.62";"2020-06-26 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"NL0011279492";"1.61";"2020-06-26 00:00:00"
"Marshall Wace LLP";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.47";"2020-06-26 00:00:00"
"Maverick Capital, Ltd.";"Unibail-Rodamco-Westfield SE";"FR0013326246";"0.86";"2020-06-26 00:00:00"
"Polar Asset Management Partners Inc.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.60";"2020-06-26 00:00:00"
"Susquehanna International Securities Limited";"AMG Critical Materials N.V.";"NL0000888691";"0.52";"2020-06-26 00:00:00"
"The Mangrove Partners Master Fund Limited";"Fugro N.V.";"NL0000352565";"0.95";"2020-06-26 00:00:00"
"Citadel Advisors LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.89";"2020-06-25 00:00:00"
"D1 Capital Partners LP";"Unibail-Rodamco-Westfield SE";"FR0013326246";"3.72";"2020-06-25 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"0.59";"2020-06-25 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"AMG Critical Materials N.V.";"NL0000888691";"1.50";"2020-06-25 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"NL0011279492";"1.59";"2020-06-25 00:00:00"
"Maverick Capital, Ltd.";"Unibail-Rodamco-Westfield SE";"FR0013326246";"0.71";"2020-06-25 00:00:00"
"Susquehanna International Securities Limited";"AMG Critical Materials N.V.";"NL0000888691";"0.49";"2020-06-25 00:00:00"
"Woodson Capital Master Fund, LP";"Unibail-Rodamco-Westfield SE";"FR0013326246";"0.82";"2020-06-25 00:00:00"
"WorldQuant, LLC";"Koninklijke BAM Groep N.V.";"NL0000337319";"0.78";"2020-06-25 00:00:00"
"AQR Capital Management, LLC";"SBM Offshore N.V.";"NL0000360618";"2.28";"2020-06-24 00:00:00"
"Citadel Advisors LLC";"Galapagos NV";"BE0003818359";"0.50";"2020-06-24 00:00:00"
"Eleva Capital SAS";"Wereldhave N.V.";"NL0000289213";"0.81";"2020-06-24 00:00:00"
"HBK Investments LP";"Fugro N.V.";"NL0000352565";"0.60";"2020-06-24 00:00:00"
"Lone Pine Capital LLC";"Unibail-Rodamco-Westfield SE";"FR0013326246";"1.21";"2020-06-24 00:00:00"
"Marshall Wace LLP";"Unibail-Rodamco-Westfield SE";"FR0013326246";"0.81";"2020-06-24 00:00:00"
"Sculptor Capital Management Europe Limited";"Fugro N.V.";"NL0000352565";"1.70";"2020-06-24 00:00:00"
"Susquehanna International Securities Limited";"AMG Critical Materials N.V.";"NL0000888691";"0.50";"2020-06-24 00:00:00"
